Sample_ID	Abiotrophia	Absicoccus	Acetatifactor	Acidaminococcus	Acinetobacter	Actinobaculum	Actinomyces	Acutalibacter	Adlercreutzia	Aerococcus	Aeromonas	AF33-28	Agathobacter	Agathobaculum	Aggregatibacter	Akkermansia	Alangreenwoodia	Alectryocaccobium	Alectryocaccomicrobium	Aliarcobacter	Alistipes	Alistipes_A	Allisonella	Alloprevotella	Alloscardovia	Alterileibacterium	AM51-8	Amedibacillus	Amedibacterium	Amulumruptor	Anaerobiospirillum	Anaerobutyricum	Anaerococcus	Anaerocolumna	Anaerofustis	Anaeroglobus	Anaeromassilibacillus	Anaerosporobacter	Anaerostipes	Anaerotignum	Anaerotruncus	Anaerovibrio	Angelakisella	Aphodocola	Aphodomonas	Aphodomorpha	Aphodousia	Aphodovivens	Arabia	Arachnia	Atopobium	Aveggerthella	Avichristensenella	Avimicrobium	Avimonas	Avimonas_A	Avispirillum	Avoscillospira	Bacillus	Bacteroides	Bacteroides_D	Bacteroides_F	Baileyella	Bariatricus	Barnesiella	Barnesiella_A	Beduini	Bifidobacterium	Bilophila	Bittarella	Blautia	Blautia_A	Borkfalkia	Brachyspira	Brevibacterium	Bulleidia	Butyribacter	Butyricicoccus	Butyricicoccus_A	Butyricimonas	Butyrivibrio_A	BX12	CAAEEV01	CABIZH01	Caccenecus	Caccocola	Caccosoma	Caccousia	Caccovicinus	CACZQA01	Caecibacter	CAG-1000	CAG-1024	CAG-103	CAG-1031	CAG-115	CAG-1193	CAG-127	CAG-1427	CAG-170	CAG-177	CAG-194	CAG-196	CAG-217	CAG-238	CAG-245	CAG-266	CAG-267	CAG-269	CAG-272	CAG-273	CAG-274	CAG-288	CAG-302	CAG-303	CAG-307	CAG-313	CAG-314	CAG-317	CAG-345	CAG-349	CAG-353	CAG-390	CAG-41	CAG-411	CAG-417	CAG-433	CAG-448	CAG-449	CAG-45	CAG-452	CAG-465	CAG-475	CAG-485	CAG-488	CAG-492	CAG-510	CAG-533	CAG-552	CAG-557	CAG-56	CAG-568	CAG-582	CAG-590	CAG-603	CAG-605	CAG-611	CAG-628	CAG-632	CAG-698	CAG-710	CAG-724	CAG-762	CAG-791	CAG-793	CAG-826	CAG-83	CAG-841	CAG-873	CAG-882	CAG-884	CAG-914	CAG-917	CAG-95	CAG-964	CAG-977	CAIFEU01	CAJFUH01	CAJFUR01	CAJJNI01	CAJJPW01	CAJLYO01	CAJMBK01	CAJPNN01	CAJPPJ01	CAJPQU01	CAJPSE01	Campylobacter_A	Campylobacter_B	Campylobacter_D	Capnocytophaga	Cardiobacterium	Carnobacterium	Carnobacterium_A	Catenibacillus	Catenibacterium	Catonella	CAZU01	CCUG-7971	Cellulosilyticum	Centipeda	Cetobacterium_A	CHH4-2	Choladocola	Choladousia	Christensenella	Citrobacter	Citrobacter_A	Citrobacter_B	Cloacibacillus	Clostridioides	Clostridium	Clostridium_A	Clostridium_AP	Clostridium_AQ	Clostridium_E	Clostridium_J	Clostridium_P	Clostridium_Q	Clostridium_X	COE1	Collinsella	Comamonas	Companilactobacillus	Coprenecus	Coprobacillus	Coprobacter	Coprococcus	Coprococcus_A	Copromonas	Copromorpha	Coproplasma	Coprosoma	Coprovicinus	Corynebacterium	Criibacterium	Cryptobacterium	Cryptobacteroides	Cryptoclostridium	Cutibacterium	Desulfotomaculum	Desulfovibrio	Dialister	Dickeya	Dielma	DONG20-135	Dorea	Dorea_A	Dorea_B	DSM-108975	DTU008	Duncaniella	Duodenibacillus	Dysgonomonas	Dysosmobacter	Edwardsiella	Egerieenecus	Egerieicola	Egerieimonas	Egerieisoma	Eggerthella	Eggerthia	Eikenella	Eisenbergiella	Elizabethkingia	Ellagibacter	Emergencia	Enorma	Enterenecus	Enterobacter	Enterocloster	Enterococcus	Enterococcus_A	Enterococcus_B	Enterococcus_C	Enterococcus_D	Enteromonas	Enteroscipio	Enterosoma	ER4	Eremococcus	Erysipelatoclostridium	Escherichia	Eubacterium	Eubacterium_B	Eubacterium_F	Eubacterium_G	Eubacterium_I	Eubacterium_M	Eubacterium_N	Eubacterium_R	Evtepia	Exiguobacterium_A	Extibacter	Ezakiella	F0422	F0428	F23-B02	Facklamia	Faecalibacillus	Faecalibacterium	Faecalicoccus	Faecaligallichristensenella	Faecalimonas	Faecalitalea	Faecenecus	Faecimonas	Faecimorpha	Faeciplasma	Faecivicinus	Faecivivens	Faecousia	Fannyhessea	Fenollaria	Filifactor	Fimadaptatus	Fimenecus	Fimimonas	Fimimorpha	Fimiplasma	Fimisoma	Fimivicinus	Fimivivens	Finegoldia	Firm-07	Firm-10	Flavonifractor	Flemingibacterium	Fournierella	Frisingicoccus	Fructilactobacillus	Fructobacillus	Fusicatenibacter	Fusobacterium	Fusobacterium_A	Fusobacterium_B	Fusobacterium_C	Gabonibacter	Gallacutalibacter	Gallacutalibacter_A	Gallibacteroides	Galligastranaerophilus_A	Gallimonas	Galloscillospira_A	Galloscillospira_B	GCA-900066495	GCA-900066755	GCA-900066905	Geddesella	Gemella	Gemmiger	Gordonibacter	Granulicatella	Haemophilus	Haemophilus_A	Haemophilus_D	Hafnia	Harryflintia	Helcococcus	Helicobacter_D	Heritagella	Heteroclostridium	Heteroruminococcus	Heteroscilispira	HGM10766	HGM11327	HGM11377	HGM11386	HGM11412	HGM11416	HGM11417	HGM11501	HGM11507	HGM11514	HGM11525	HGM11616	HGM12619	HGM12650	HGM12657	HGM12669	HGM12713	HGM12789	HGM12957	HGM12998	HGM13006	HGM13222	HGM13618	HGM13634	HGM13862	HGM14224	HGM16780	Holdemanella	Holdemania	Hornefia	Howiella	Hungatella	Hungatella_A	Hydrogeniiclostridium	Intestinibacter	Intestinimonas	JABCPE02	JABCPH02	JAEDMO01	Jettenia	Johnsonella	KA00134	Kerstersia	KLE1615	Klebsiella	Kluyvera	Kosakonia	Lachnoanaerobaculum	Lachnoclostridium	Lachnoclostridium_A	Lachnoclostridium_B	Lachnospira	Lacticaseibacillus	Lactiplantibacillus	Lactobacillus	Lactococcus	Lactococcus_A	Lactonifactor	Lancefieldella	Latilactobacillus	Lautropia	Lawsonella	Lawsonibacter	Leclercia	Lelliottia	Lentilactobacillus	Leptotrichia	Leptotrichia_A	Leuconostoc	Levilactobacillus	Levyella	Ligilactobacillus	Limadaptatus	Limenecus	Limihabitans	Limimorpha	Limiplasma	Limisoma	Limivicinus	Limivivens	Limosilactobacillus	Limousia	Longibaculum	Longicatena	Luxibacter	Lysinibacillus	Lysobacter_B	Macellibacteroides	Macrococcus_B	Mailhella	Mammaliicoccus	Marseille-P2935	Marseille-P3106	Marvinbryantia	Massilicoli	Massilimaliae	Massilioclostridium	Massiliomicrobiota	Massilistercora	Mediterraneibacter	Mediterraneibacter_A	Megamonas	Megasphaera	Merdibacter	Merdicola	Merdimonas	Merdimorpha	Merdiplasma	Merdisoma	Merdivicinus	Merdousia	Mesosutterella	Metalachnospira	Metamycoplasma	Methanobacterium	Methanobrevibacter_A	Methanobrevibacter_C	Methanomethylophilus	Methanosphaera	MGBC114079	MGBC133411	Mitsuokella	Mobiluncus	Mogibacterium	Monoglobus	Morganella	Murdochiella	Muribaculum	Muricomes	Murimonas	MX-02	Nanogingivalis	Nanoperiomorbus	Nanosynbacter	Negativibacillus	Negativicoccus	Neisseria	Neoanaerotignum_A	Neoanaerotignum_B	Neobittarella	Niameybacter	NM07-P-09	NSJ-32	NSJ-50	NSJ-51	NSJ-61	NSJ-62	NSJ-63	Oceanobacillus	Odoribacter	Olegusella	Oliverpabstia	Olsenella	Olsenella_D	Olsenella_F	Olsenella_G	Olsenella_I	OM05-12	Onthocola_A	Onthocola_B	Onthomonas	Onthousia	Onthovivens	Oribacterium	Ornithomonoglobus_A	Oscillibacter	Ottowia	Oxalobacter	Parabacteroides	Parachristensenella	Paraclostridium	Paraeggerthella	Paralachnospira	Paramuribaculum	Paraprevotella	Pararuminococcus	Parascardovia	Parasutterella	Paratractidigestivibacter	Parolsenella	Parvimonas	Pauljensenia	Pediococcus	PeH17	Pelethocola	Pelethomonas	Pelethousia	Peptacetobacter	Peptidiphaga	Peptoanaerobacter	Peptococcus	Peptoniphilus_A	Peptoniphilus_B	Peptoniphilus_C	Peptostreptococcus	Phascolarctobacterium	Phascolarctobacterium_A	Phil1	Phocaeicola	Phocaeicola_A	Phocea	Phoenicibacter	Phytobacter	Plesiomonas	Porphyromonas	Porphyromonas_A	Pradoshia	Prevotella	Propionibacterium	Proteus	Protoclostridium	Pseudacidovorax	Pseudobutyricicoccus	Pseudocitrobacter	Pseudoflavonifractor	Pseudolachnospira	Pseudomonas	Pseudomonas_E	Pseudoramibacter	Pseudoruminococcus_A	Pseudoruminococcus_B	Pseudoscilispira	Pullichristensenella	Pullilachnospira	Pygmaiobacter	Pyramidobacter	QAKD01	QAKS01	QAKW01	QALR01	QALW01	QAMH01	QAMM01	QAMX01	QANA01	QANG01	RF16	RGIG1693	RGIG1902	RGIG3102	RGIG4076	RGIG6097	RGIG7114	RGIG7444	RGIG8748	RGIG9041	Robinsoniella	Romboutsia	Romboutsia_C	Roseburia	Rothia	RQCD01	Rubneribacter	RUG013	RUG023	RUG100	RUG11198	RUG11247	RUG115	RUG131	RUG13868	RUG14121	RUG343	RUG410	RUG472	RUG563	RUG572	RUG705	RUG841	Ruminiclostridium_E	Ruminococcus	Ruminococcus_B	Ruminococcus_C	Ruminococcus_D	Ruminococcus_E	Ruminococcus_F	Ruminococcus_G	Ruthenibacterium	S5-A14a	Saccharimonas	Salmonella	Scardovia	Scatacola_A	Scatavimonas	Scatenecus	Scatocola	Scatomonas	Scatomorpha	Scatosoma	Scatousia	Scatovivens	Schaedlerella	Schwartzia	Scybalenecus	Scybalocola	Scybalousia	SDRK01	SDRW01	Selenomonas	Selenomonas_A	Selenomonas_C	Sellimonas	Senegalimassilia	Serratia	SFDP01	SFEB01	SFEL01	SFGY01	SFHK01	SFJ001	SFMI01	SFTH01	Shewanella	Shuttleworthia	SIG351	SIG427	SIG471	SIG710	Siphonobacter	Slackia	Slackia_A	Sneathia	Sodaliphilus	Solibacillus	Solibaculum	Spyradocola	Spyradomonas	Staphylococcus	Stenotrophomonas	Stercorousia	Stomatobaculum	Stoquefichus	Streptococcus	Succinatimonas	Succiniclasticum	Succinivibrio	Sutterella	Synergistes	Tannerella	Terrisporobacter	Tetragenococcus	Thermophilibacter	Tidjanibacter	Timburyella	Tractidigestivibacter	Traorella	Treponema	Treponema_B	Treponema_C	Treponema_D	Tropheryma	Turicibacter	Turicimonas	TWA4	UBA10281	UBA10677	UBA11452	UBA11471	UBA11475	UBA11512	UBA11524	UBA11549	UBA11774	UBA1206	UBA1259	UBA1394	UBA1417	UBA1436	UBA1685	UBA1737	UBA1740	UBA1752	UBA1822	UBA1829	UBA2821	UBA2834	UBA2882	UBA2903	UBA3210	UBA3402	UBA3789	UBA3818	UBA4285	UBA4372	UBA4636	UBA4644	UBA4716	UBA5026	UBA5884	UBA5905	UBA636	UBA6382	UBA6398	UBA644	UBA6448	UBA6984	UBA7067	UBA71	UBA7173	UBA7185	UBA737	UBA738	UBA7405	UBA7597	UBA7748	UBA866	UBA9414	UBA9506	UMGS1045	UMGS1052	UMGS1071	UMGS1225	UMGS124	UMGS1264	UMGS1279	UMGS1307	UMGS1312	UMGS1322	UMGS1326	UMGS1338	UMGS1370	UMGS1375	UMGS1384	UMGS1387	UMGS1388	UMGS1449	UMGS1474	UMGS1477	UMGS1484	UMGS1487	UMGS1490	UMGS1491	UMGS1494	UMGS1502	UMGS1518	UMGS1519	UMGS1540	UMGS1572	UMGS1590	UMGS1591	UMGS1611	UMGS1623	UMGS1663	UMGS1668	UMGS1696	UMGS172	UMGS1754	UMGS1766	UMGS1781	UMGS1783	UMGS1795	UMGS1820	UMGS1840	UMGS1851	UMGS1865	UMGS1883	UMGS1901	UMGS1975	UMGS1994	UMGS2016	UMGS2037	UMGS2070	UMGS263	UMGS27	UMGS363	UMGS621	UMGS687	UMGS692	UMGS731	UMGS755	UMGS775	UMGS856	UMGS872	UMGS882	UMGS902	UMGS911	UMGS929	UMGS946	UMGS973	UMGS995	unassigned	Ureaplasma	Ureibacillus	V9D3004	Vagococcus	Varibaculum	Veillonella	Veillonella_A	Ventrenecus	Ventricola	Ventrimonas	Ventrisoma	Ventrousia	Victivallis	VUNA01	VUNI01	W0P33-017	Weissella	Woodwardibium	Zag111
SRR6451674	0	0	96	0	0	0	0	0	0	0	0	0	108	4	0	0	1	0	0	0	201	9	2	116	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	17	0	0	6	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	237	0	0	0	6	7	0	0	1	1	0	0	52	0	0	0	0	7	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	195	1	37	9	0	0	0	7	79	1	0	1	0	0	2	0	16	0	0	0	0	0	0	0	0	0	4	0	0	42	0	3	1	0	0	0	0	39	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	96	0	290	40	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	9	1	0	0	0	14	36	3	4	3	0	0	0	0	0	0	0	0	0	0	5	47	0	0	0	3	6	0	0	0	0	0	0	95	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	137	0	0	12	0	0	0	25	3	0	0	106	7	0	0	0	0	0	1	0	5	411	0	0	1	0	0	0	0	0	0	0	56	0	0	0	1	21	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	295	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	81	0	66	0	0	0	0	0	0	0	0	4	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	108	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	27	0	3	314	9	0	0	0	0	0	0	0	2269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	35	41	68	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	12	0	3	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	75	0	0	0	0	0	0	0	1	6	4	0	0	0	0	0	0	0	0	0
SRR6451692	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	1	4	0	0	0	571	13	65	12	0	0	3	0	0	0	0	5	0	0	0	0	0	0	6	84	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	631	27	0	0	7	119	0	0	0	3	0	1	80	0	0	0	4	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	1	1	0	0	1	4	684	0	0	331	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	3	14	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	5	31	0	0	0	0	0	0	7	31	4	0	0	0	0	0	0	0	0	0	0	2	8	0	0	0	4	36	0	0	0	0	0	0	47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	320	0	2	4	0	0	0	3	14	0	0	0	2	0	0	0	0	0	0	0	87	140	0	0	2	0	0	0	0	0	0	0	51	0	0	1	0	489	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	5	44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	24	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	1	1	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	3	1	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	8	33	0	1	1385	0	0	0	0	0	128	0	0	415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	46	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	9	1	0	115	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	446	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	42	0	0	0	0	0	0	0	0	0	17	0	0	0	177	0	0	0	0	0	0	0	0	0	6	13	3	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	13
SRR6451689	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	47	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1519	0	0	0	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2094	0	0	0	0	0	0	0	0	428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0
SRR6456150	0	0	0	0	0	0	2	0	0	0	0	0	0	4	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	1	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	2	0	0	0	9	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	1	0	13	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	52	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1876	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	257	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0
